Feature ID	Taxon	Consensus
41d7d17bb182755afd27fc238ad35903	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium	1.0
4207646cae1a4c91943614bad180822b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.7
420a25a494749e16ecaf79dcec246f31	Unassigned	1.0
421e3bf6f481cbab1642294c6680e2d2	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales	0.7
42354cf753b3bdc6dae52d63e5ecf407	Unassigned	1.0
4280c28064909a91b67c050f53b81b7a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
428c95e088e778ac198fa90e567bcbb1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.7
42adc74d1f10e4b7546cf301399513f7	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae	1.0
42c9a567d396880797efb4593a173893	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.6
42da6850ba692b2fd34b38770c1e07e9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.7
432cbabffe0bc7b4631e7623ac8cb2a0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae	0.8
4331a07c50200338a49f4484494be742	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales	0.8
433599aac96beee9840d637c9140d01a	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales	0.6
433b39e81207dcbbb44324cbf42541d4	Unassigned	1.0
433ff3cc76ac7ba21ebd5f1317fb9390	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Rachicladosporium	0.9
43678d32dc1bc5bbc52e789a6bdb434f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
43700a1cb9f26bb3c10b09c9079dc60c	Unassigned	1.0
438a4f4d4b72732dd965e19d6c76dff8	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.6
43b94982623504c7c21b8476a8ec649e	Unassigned	1.0
43c5f752b7626a766d1c2db9e5c53b5f	Unassigned	1.0
43d770e64c6b20cdd4daeb1d3dd8eadd	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae	0.6
43d8b551ebaf306f399875e333b435dc	Unassigned	1.0
43e1ff9fa37bd799c96add05a222812a	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella;s__Rhinocladiella_sp	0.7
43e3a3468123526d9b53cc3b54915ef0	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Septobasidiales;f__Septobasidiaceae;g__Septobasidium	0.857
43f789814cb291be27720f9e44bdb88d	Unassigned	1.0
43fc6c3e51a63705bfe2bb2383fa81b3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	1.0
44131b4d550da1ca1a3a43587eaf67f9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	1.0
444026721035b8afabf9a4d3f1b651e8	Unassigned	1.0
4450596f16ae9f663d0da4c470854978	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.9
445c52f7363f2913137b2214a109b771	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Phaeotremella	0.6
4471babeaba89f0ef68366e31b76ea05	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Phaeotremellaceae;g__Phaeotremella	0.6
44a7ae57930db6fd7b9aa24d2ac90174	Unassigned	1.0
44a8be669b38e6579018c69a6109bce0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora	0.7
44ab329c66d8dcd072694fcd86bb063a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0.9
44c92a9876c9a329c3844d968fa77219	k__Fungi;p__Ascomycota	1.0
44ee48042e22d0ddf1d17cb844dd799e	Unassigned	1.0
44fe687822137628a89f62fa64cc51c0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae	0.9
450f793d0a38be472d50b0489375c938	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cystostereaceae	0.7
451844daec7557aa3ae1514e3613e7e9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus	1.0
454e98a42c03845f30842bb28a6de334	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae	1.0
458ef68217eea9d53f2264debe500854	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon	0.8
45f5f0e8de53bc84fc148aaaedd30a7c	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Ascosphaerales;f__Ascosphaeraceae;g__Ascosphaera	0.9
45fb0eb17cb5c20d44e789a74b1283a9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.6
45feac96899ed204d583d9ec62a60181	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.7
46256ea135198c0faad3b4d4c7b921e1	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__Thoreauomyces	0.667
46276de26023ac9fab3016ffa906e80a	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	1.0
4634f9c27001efb733f555660d64a5b4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	0.9
463a701a8a0d76d81ca9464b2f4f2368	Unassigned	1.0
464aa38388d0e73eb386fe1894fb8151	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae	0.6
46844b4d51eb4b793a1566a65f827dc3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae	0.8
46af452acd9a99ccc8d777abe2734320	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.727
46cbbf4bd07a79ccd35ed013a2e343f4	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae	0.8
46ef2b6f8e00b8167872606435611147	Unassigned	1.0
46efea5f68822bacc383b6a5e4dc5c28	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Phragmidiaceae;g__Arthuriomyces;s__Arthuriomyces_peckianus;sh__SH0100003.10FU	1.0
4723203bf2fc19019881b02bb39a2e6b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.9
473099800d491805b748bfa62c59937d	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae	0.6
47365daf49f59941653dc9673a06dd66	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Rachicladosporium	0.9
475ff05fe0e10b7db30986568112aa2a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.6
476adfb9eccb21f4ed416364bca05b54	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_sp	0.556
47730dc35530341d28567ea9ab2392e0	Unassigned	1.0
478256165729551bd8caecb6c47e5ba9	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Saturnispora	0.833
47af53cbb76decd3de099b4792dfd433	Unassigned	1.0
47b56dc1014ae705a3b1a8579f906a8d	Unassigned	1.0
47b5dc832156611af521bc780c88f66e	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia	1.0
47b8d92b49fd5cbe6d12689129802f1c	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Trichomerium	0.8
47d2f976218afdbd7ce33e1fd5c43961	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cuniculitremaceae;g__Kockovaella	0.9
47e14d374724c55ef0940a38a1b26189	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae	0.9
47feeb0f3c78bcb9616b0bc666c6b2d7	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.667
481228a471bd344c39ed55c44d01b54f	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.6
4825ddeac6d353c66d738b05e85b865b	Unassigned	1.0
483648f2d8d39822f1cec742a0ead66e	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Eurotiales_fam_Incertae_sedis;g__Eurotiales_gen_Incertae_sedis;s__Eurotiales_sp	0.9
484c7a3afe1cb67da0fde356b70f81b7	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.9
487a0b1578107d7829bda3d3bf12edd6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae	0.9
48d1768b2973cfe2933049ba70a39b20	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	1.0
48ead705e08cb0e48cae46bdb28a79ee	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.8
48f2d592c14007296468ed31bb6da5a0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.6
491ef6f2d643a1156982e906d34eb4e6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0.7
494b6dcfdeb613a59a7d86cc4ded01f7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae	0.6
496e1a1b295e9d00e5fadc66ce61c873	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.7
498073b10c4c8f19f9cd96a7aed78173	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Lachancea	1.0
498c0c26db890e2b7399ef72d558a51d	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.7
49c68412b797cf571fe4bd40573b83cf	k__Fungi;p__Basidiomycota;c__Tremellomycetes	1.0
49d4818ac75d3b991c195adb9b435afd	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema	0.7
49e4ba0f988a6997833a140df8084126	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae	0.7
49e7f166746e064c41dd9275e178d7d5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	1.0
4a017b722b5933aa98d7293b97c2f800	k__Fungi;p__Ascomycota;c__Lecanoromycetes	0.9
4a0fd74746bed4efd995e13371a96853	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp	0.7
4a4b834db2ac3a33185a7319fca0c797	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae	1.0
4a78810a2f7c3670b8e03bde0def4820	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
4a99d6cebe732db96846ba73213427ab	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Occultibambusaceae	0.7
4ab5ae373131c7a7a73f20c1f6c632f8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.7
4ab901121220af747818e6dc21b98a47	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Physcia	0.7
4acdfed68b48cb1c95fa31a82230fef0	Unassigned	1.0
4adac87759866c3e4e99e32abc74531e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.9
4b0ddc7cea7f711852f1cd652303b1c7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae	0.6
4b110e955829d98adf1b5fd60daf24ed	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_sp	0.6
4b19b69eead8210129ee4cc6ea8859bf	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Chionosphaeraceae_gen_Incertae_sedis;s__Chionosphaeraceae_sp;sh__SH0153569.10FU	1.0
4b4e21dcf6d9256187c1107922379a19	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp;sh__SH0076277.10FU	1.0
4b4ea5d6fd3ef2904c2702d971b1c098	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae	0.9
4b7ad4bcb578de42d0a256bc4ce2ff5a	Unassigned	1.0
4bb0183f8ed169eb23f83ffd9e819b9f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae	0.7
4bcd375897335a13417098e59fa13457	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium	0.9
4bcea6b7c8c5683ad5b16a201f827978	Unassigned	1.0
4be39fc943a2da2b46db53d3ee2510f7	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.7
4bf02cc88ec9b74d105bf6087b6f5d06	k__Fungi;p__Ascomycota;c__Sordariomycetes	1.0
4bfb1ea1cd8cd3a9008d847cef679a5b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia	1.0
4c327000d676cf92b305f8bcd43a1715	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Starmerella	0.8
4c79cb89c13a1a3347765f651bd08516	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia	1.0
4cb7aaeed346416646d767ba684967a3	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.7
4cc7a8462fff07af1d8c5fc59b9f4db9	Unassigned	1.0
4cd5e593e6d1020ab39c7a760a18e380	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales	0.8
4ce5571b444379a094c415dc120a3707	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	0.8
4ceb0e944b17f5b42daf750ac7a3c9fc	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium	0.8
4cef18644bcf89430c94094ac44a54ce	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.7
4cfb66ed8897f11be646da1e1dd830d7	Unassigned	1.0
4cfdd73c28b82b08122d36d7255814b5	Unassigned	1.0
4cfe429706b9b3719672eb7f620a1061	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus	0.9
4d02a25dca5b5b1fb209ad5470b0fafb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Roussoellaceae	0.9
4d2620ad43850cde761cd16610fddddf	Unassigned	1.0
4d2fb88b8084d57c2b730a7b22474daf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae	0.8
4d6818d01facfd92384a8575c43395b5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae	0.8
4d920f7e63c4f504b43b5c5a96497eee	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pterulaceae;g__Coronicium	0.7
4dc63df8361e4b91dc51418c5e30a171	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp	0.8
4df732b14730d7e5247e30e14e1fbd58	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium	0.8
4df819212a96c25187ef81fd2ee75a69	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae	0.7
4e2ac0994d397c2f20b588f4cf7e0abc	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	1.0
4e3b7722c820e6fcca74d922224dd157	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus	0.7
4e444d4183f8bd2c03d77658b4ac2a34	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	1.0
4e77f8db421b2a577b9d4e82e5cb93db	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae	0.7
4e9a095adfd35de098df52b3d980eea5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Capnodiales_gen_Incertae_sedis;s__Capnodiales_sp	0.7
4ea29e6128f60e8059207110ffd90bee	Unassigned	1.0
4ed8cbf370b995c1f34b73022aed5df7	Unassigned	1.0
4ee5b08cf0eda55b3ed0d4e66d7a7f0d	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp	0.6
4ef704b705083a95c9147ceaec759b33	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales	1.0
4f09bd039a6facf1840166c7be6aa6f3	Unassigned	1.0
4f1d6d3b15ed694c0688b132a03fca24	Unassigned	1.0
4f1d7058a2a361c7d67beac4f8fc4d7a	Unassigned	1.0
4f5869d4dd9d636be190d50a1459ad01	Unassigned	1.0
4f7e0b5c0e6a27789799edb9001b52ba	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae	0.8
4f940e4860301d041e6d962218e768ad	Unassigned	1.0
4fd0c9b0aac4292cedc5ebf3a6982982	k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_sp	0.6
4ff1b3745a8e8c63d0c5d61643c9b6c5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.9
5004973fd34beb1f10c2bee936e4f0b0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae	0.8
5023314736d85a6a945bf82481e79ade	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae	0.6
504108cfe27d495975ac00928279548c	Unassigned	1.0
5048dbf097a70ef17258cd516bc1cc9f	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp	0.6
504b77b08ce9ea47fdd105dd6988c217	Unassigned	1.0
507e16ce131c712e98234b3c9d1e41d1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.8
508b8abd4e24e1723a11bf2027c67348	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae	1.0
509a2cdccc859fa1c7262f2a4d9f7ff7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae	1.0
50b9cd45a6139d30408b44dccb2cbd79	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Parasarocladium	1.0
50bdee128b6ccf5312cd75ee364120e1	Unassigned	1.0
50c33f54e18974460c1c827b34bb2454	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae	0.7
5166f1079e7d08ad5a420a414d8f0e33	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH0137498.10FU	1.0
51769e9f24c9f2163e18da6215bf2ed9	Unassigned	1.0
51842faee2769feb6f8fe90b2a321bad	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__Tremella_sp	1.0
51ab102cea6a4e9908f7cc00d401a535	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales	1.0
51abc2dfe18800bcac7eda43467a342f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	1.0
51aff3c68e812d972f8de4b750877588	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Saccharomycetales_gen_Incertae_sedis;s__Saccharomycetales_sp;sh__SH0175783.10FU	1.0
51b45ea1d4043d38ce94149202c7ad1b	Unassigned	1.0
51cef79447121b886ddfdbd8dd4e8cd9	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.7
51f0ba80faade3774398b91442d3d10a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae	1.0
5203d4b4832fad3920ca9acb31d501c3	Unassigned	1.0
520894f6132b2ef158f2938274c4b0d1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp	0.6
523b79a8e5378d1e6ce54b9b8c6b0a36	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae	0.8
524e10af8e37c8b98fbb8f9a9e28fdbf	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.6
52bdcfe6b56a06320d2373779dcc1754	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus_sp	0.556
52c554a5faddd24ba2b8ae80e3feeb4a	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina	1.0
52c7941188e216682aa99cedbef25b03	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon	0.9
52ccbcc757e23cc3b84c6c25aed65d35	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Incrustoporiaceae;g__Skeletocutis	0.8
52fa8c33a43edb3997db9cac232aa875	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria	0.667
5317ffe1248e0c1be400bf0622487d5b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cystostereaceae	0.8
531ed0961b472197e5dac7019a85be12	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1.0
53390b0ad82aad363cfc4459ad31e767	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales	0.7
534020b864bb8dd344d1b19191218454	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae	1.0
5365bbcf3e4b145d85cb98d342f687da	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
536e9d40f51c05c509c0aab9fd131c5c	k__Fungi;p__Ascomycota;c__Sordariomycetes	1.0
53731c56b848e1cf54049c0bec6cbd04	Unassigned	1.0
537703b25bfe7e96a48eda0b25c59c28	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Retiarius;s__Retiarius_bovicornutus;sh__SH0120619.10FU	1.0
539a5275b9496a4fcb00fdd114037d18	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales	0.6
53a2ccf85e70a5b0aaa537060d46afde	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cryptodiscus	0.7
53eb1b6001feaee9150204c2bce768c1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp;sh__SH0076277.10FU	1.0
53f10c7d5829e426445346a1c7b0963b	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis	0.6
53f69c71ebe581b8b0e1f548146204e2	k__Fungi;p__Ascomycota;c__Sordariomycetes	1.0
5405d4ecd2300f5a03c022d4ce818f90	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae	0.8
540ca8a00dce13103deb76ecdd094a7f	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Tremellales_gen_Incertae_sedis;s__Tremellales_sp	1.0
542fec3ca1e189611d1577b72153da2a	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	1.0
54725d3e2396cdc5dd0f9c1ae71138b2	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella;s__Rhinocladiella_sp	0.7
54866bad990343a173343db9a63bc2d7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora	0.8
548e0a43bb1f34e1ec973161f20f437f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae	0.9
549346eb8b6428eadb61c67b9cc69e43	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis	0.7
54a6ed40d5e93541d2962e4219546325	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Physcia	0.6
54b20f85d6d9f9f69450ae2cd191dd25	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae	0.7
54ba76515678662fc7caaae69f33faed	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales	0.6
54c95bca3915f1ad7b0dc26db6356c62	Unassigned	1.0
54f6a25f356039ab3efa65081d0c50df	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Pseudocoleophoma	0.6
