Feature ID	Taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain
3a370c9a8ef7831e2e578cb0fa62079e	Unassigned								
3a4a4c81fe387e061875cae0f2e42755	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
3a80f80e0afd6d484f19ef0b98ece583	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae				
3a812a8c9d1a0024c19625647499283b	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sp		
3a925d038b11fda78ca94cc07dcd5546	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
3b0b095387bc40d145d514883c937403	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae				
3b1d81a5aa95d8d35d2f872919debe57	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	Cryptodiscus_sp		
3b3e57c4e7e7d7058af0b3115afcb32f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae				
3b80a83a254d9098493a70f7f832053f	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae	Papiliotrema			
3b815db260f77502a2311c202cb7db7a	Unassigned								
3b82da6d72aaeb3da7fa1dd89bf66618	Fungi	Ascomycota	Dothideomycetes						
3b846d39d48d0bc6510fc71ac339674f	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozyma			
3ba911545aef7256bf8ae8fefee6006a	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae				
3bc2b0fb5a0a0d85ba3f46c42000c1cb	Unassigned								
3bcf4c6d2fdeeca6b81ec71df4c9bf2d	Unassigned								
3be0230feac77c58aa4cd377a827ede8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
3c13e64ca829ee42a4d3cf3604903fb2	Fungi	Ascomycota	Dothideomycetes						
3c4e0eaf320b015e8b00f0b019d4a7aa	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae				
3c60c27fccd851d074d824b10078b48c	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	Devriesia_sp		
3c92ebec771bc092a866bbd55f0d747c	Unassigned								
3ca83d7c2329fc142c9bbe59dc22bc9c	Fungi	Ascomycota	Sordariomycetes	Hypocreales					
3cd00b556269dd83dd9c78d01130c5ab	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
3ce369a1c251e75dd6e2b81d9866cff3	Fungi	Ascomycota	Dothideomycetes						
3cfe12cfbfc01a5dd5d5bf8cbedc6b77	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				
3d27485aca766202924defc8e46a8f6f	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe			
3d74bb005ebe0f81697d83bcda7ee2ae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales					
3d7be0d2cade29eb7f69cd28ac7ae7a7	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis			
3dccbef468707439b123fce12ae1bcbf	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae				
3e2aeef7e8b04165dfcd3dd505036320	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe			
3e2e3c0bc69ef8d249d6bf24ffa38520	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Colacogloeaceae	Colacogloea			
3e781563f6418b119626f9f3b5bf4cc8	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			
3e85f18bc4a0037002fab76f79eecc1e	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sp		
3e965228ca466539e3b649a3f587b1af	Unassigned								
3ea940dcb69d40d84252b4927e61b4fc	Unassigned								
3f594abae8e3f3c3bf1056aa39b8e602	Unassigned								
3f60fa77e84eca7605f77bb72887c48d	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium			
3f66d9a71059ec7fef2cb7c450c6642d	Unassigned								
3f7b1b7934645997ab0e368517c0c73d	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe			
3f8aec4985b0ac84553369289e12c7f1	Fungi	Basidiomycota	Tremellomycetes	Tremellales					
3f9ecbb09a9211f6dacb0a1b96bbb4e2	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales					
3fb7d1b832c3bb1fe60778ac68b2b68c	Unassigned								
3fd3c822851bd8deed1480337704be9e	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
3fd881c0b176581f3d66202006c5e9e0	Fungi	Ascomycota	Dothideomycetes						
3fd8f76eb8d497d79c9d219ec9d92ba9	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia			
3fddb5b2311cc522dd926506b00fdfa8	Fungi	Ascomycota	Dothideomycetes						
3feef120e4e267b3d8d026cd7c500f51	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales					
4014574dc1dac2838797bae5281cf792	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_pseudolambica		
401e9b32f0fc680d5edad9ae7ea629e2	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora			
40489ce64f7f54c372e53e0574cab00b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae				
4075eceb452393cd68883ac1aa38309d	Unassigned								
407b66121835e27ef75981ee1487c24b	Unassigned								
40b8041f63ebf63740c27f545393e351	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Sidera			
40ba971fa80c31cc5cf319cab68776cf	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina			
40bfbcf2ff5b7bc5c231b6d2c63042b9	Unassigned								
40c790c0d3ad49f0ca7dece5e2177165	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
4106f77adc05c0ac86086fd3e254a4bd	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora			
41075b80045be39e97ade58358021b7c	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				
4112eb0412d1ff66ef5b627592bb7fe0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia			
41143f38568cec9686300d4abec497b7	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae				
41189f0070c2dd44c15826bf7acaff65	Unassigned								
412a75d20f270f793e9676b73c34253b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			
413b07f601623c2ca123b7d3d19b4eaf	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4173c40f6d0fee8e82d8e8052934d16a	Fungi	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Chaetomella			
41acd353848bf0579bf4337d7808e0de	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Seiridium			
41bf1565ec8b246a83c0d362f38008d1	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis				
41d7d17bb182755afd27fc238ad35903	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium			
4207646cae1a4c91943614bad180822b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
420a25a494749e16ecaf79dcec246f31	Unassigned								
421e3bf6f481cbab1642294c6680e2d2	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales					
42354cf753b3bdc6dae52d63e5ecf407	Unassigned								
4280c28064909a91b67c050f53b81b7a	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
428c95e088e778ac198fa90e567bcbb1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			
42adc74d1f10e4b7546cf301399513f7	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae				
42c9a567d396880797efb4593a173893	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
42da6850ba692b2fd34b38770c1e07e9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
432cbabffe0bc7b4631e7623ac8cb2a0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae				
4331a07c50200338a49f4484494be742	Fungi	Basidiomycota	Agaricomycetes	Polyporales					
433599aac96beee9840d637c9140d01a	Fungi	Ascomycota	Lecanoromycetes	Ostropales					
433b39e81207dcbbb44324cbf42541d4	Unassigned								
433ff3cc76ac7ba21ebd5f1317fb9390	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium			
43678d32dc1bc5bbc52e789a6bdb434f	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
43700a1cb9f26bb3c10b09c9079dc60c	Unassigned								
438a4f4d4b72732dd965e19d6c76dff8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
43b94982623504c7c21b8476a8ec649e	Unassigned								
43c5f752b7626a766d1c2db9e5c53b5f	Unassigned								
43d770e64c6b20cdd4daeb1d3dd8eadd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae				
43d8b551ebaf306f399875e333b435dc	Unassigned								
43e1ff9fa37bd799c96add05a222812a	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella_sp		
43e3a3468123526d9b53cc3b54915ef0	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidium			
43f789814cb291be27720f9e44bdb88d	Unassigned								
43fc6c3e51a63705bfe2bb2383fa81b3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia			
44131b4d550da1ca1a3a43587eaf67f9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia			
444026721035b8afabf9a4d3f1b651e8	Unassigned								
4450596f16ae9f663d0da4c470854978	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae				
445c52f7363f2913137b2214a109b771	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella			
4471babeaba89f0ef68366e31b76ea05	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella			
44a7ae57930db6fd7b9aa24d2ac90174	Unassigned								
44a8be669b38e6579018c69a6109bce0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora			
44ab329c66d8dcd072694fcd86bb063a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia			
44c92a9876c9a329c3844d968fa77219	Fungi	Ascomycota							
44ee48042e22d0ddf1d17cb844dd799e	Unassigned								
44fe687822137628a89f62fa64cc51c0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae				
450f793d0a38be472d50b0489375c938	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cystostereaceae				
451844daec7557aa3ae1514e3613e7e9	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus			
454e98a42c03845f30842bb28a6de334	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae				
458ef68217eea9d53f2264debe500854	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon			
45f5f0e8de53bc84fc148aaaedd30a7c	Fungi	Ascomycota	Eurotiomycetes	Ascosphaerales	Ascosphaeraceae	Ascosphaera			
45fb0eb17cb5c20d44e789a74b1283a9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
45feac96899ed204d583d9ec62a60181	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
46256ea135198c0faad3b4d4c7b921e1	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Thoreauomyces			
46276de26023ac9fab3016ffa906e80a	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				
4634f9c27001efb733f555660d64a5b4	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium			
463a701a8a0d76d81ca9464b2f4f2368	Unassigned								
464aa38388d0e73eb386fe1894fb8151	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae				
46844b4d51eb4b793a1566a65f827dc3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae				
46af452acd9a99ccc8d777abe2734320	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae				
46cbbf4bd07a79ccd35ed013a2e343f4	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae				
46ef2b6f8e00b8167872606435611147	Unassigned								
46efea5f68822bacc383b6a5e4dc5c28	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phragmidiaceae	Arthuriomyces	Arthuriomyces_peckianus	SH0100003.10FU	
4723203bf2fc19019881b02bb39a2e6b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
473099800d491805b748bfa62c59937d	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae				
47365daf49f59941653dc9673a06dd66	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium			
475ff05fe0e10b7db30986568112aa2a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
476adfb9eccb21f4ed416364bca05b54	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_sp		
47730dc35530341d28567ea9ab2392e0	Unassigned								
478256165729551bd8caecb6c47e5ba9	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora			
47af53cbb76decd3de099b4792dfd433	Unassigned								
47b56dc1014ae705a3b1a8579f906a8d	Unassigned								
47b5dc832156611af521bc780c88f66e	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia			
47b8d92b49fd5cbe6d12689129802f1c	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium			
47d2f976218afdbd7ce33e1fd5c43961	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella			
47e14d374724c55ef0940a38a1b26189	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae				
47feeb0f3c78bcb9616b0bc666c6b2d7	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			
481228a471bd344c39ed55c44d01b54f	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4825ddeac6d353c66d738b05e85b865b	Unassigned								
483648f2d8d39822f1cec742a0ead66e	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Eurotiales_fam_Incertae_sedis	Eurotiales_gen_Incertae_sedis	Eurotiales_sp		
484c7a3afe1cb67da0fde356b70f81b7	Fungi	Basidiomycota	Cystobasidiomycetes						
487a0b1578107d7829bda3d3bf12edd6	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae				
48d1768b2973cfe2933049ba70a39b20	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				
48ead705e08cb0e48cae46bdb28a79ee	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
48f2d592c14007296468ed31bb6da5a0	Fungi	Ascomycota	Sordariomycetes	Xylariales					
491ef6f2d643a1156982e906d34eb4e6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia			
494b6dcfdeb613a59a7d86cc4ded01f7	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae				
496e1a1b295e9d00e5fadc66ce61c873	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			
498073b10c4c8f19f9cd96a7aed78173	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea			
498c0c26db890e2b7399ef72d558a51d	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			
49c68412b797cf571fe4bd40573b83cf	Fungi	Basidiomycota	Tremellomycetes						
49d4818ac75d3b991c195adb9b435afd	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema			
49e4ba0f988a6997833a140df8084126	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae				
49e7f166746e064c41dd9275e178d7d5	Fungi	Ascomycota	Sordariomycetes	Hypocreales					
4a017b722b5933aa98d7293b97c2f800	Fungi	Ascomycota	Lecanoromycetes						
4a0fd74746bed4efd995e13371a96853	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp		
4a4b834db2ac3a33185a7319fca0c797	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae				
4a78810a2f7c3670b8e03bde0def4820	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
4a99d6cebe732db96846ba73213427ab	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae				
4ab5ae373131c7a7a73f20c1f6c632f8	Fungi	Ascomycota	Sordariomycetes	Xylariales					
4ab901121220af747818e6dc21b98a47	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia			
4acdfed68b48cb1c95fa31a82230fef0	Unassigned								
4adac87759866c3e4e99e32abc74531e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae				
4b0ddc7cea7f711852f1cd652303b1c7	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				
4b110e955829d98adf1b5fd60daf24ed	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sp		
4b19b69eead8210129ee4cc6ea8859bf	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Chionosphaeraceae_gen_Incertae_sedis	Chionosphaeraceae_sp	SH0153569.10FU	
4b4e21dcf6d9256187c1107922379a19	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Dothideomycetes_gen_Incertae_sedis	Dothideomycetes_sp	SH0076277.10FU	
4b4ea5d6fd3ef2904c2702d971b1c098	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae				
4b7ad4bcb578de42d0a256bc4ce2ff5a	Unassigned								
4bb0183f8ed169eb23f83ffd9e819b9f	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae				
4bcd375897335a13417098e59fa13457	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium			
4bcea6b7c8c5683ad5b16a201f827978	Unassigned								
4be39fc943a2da2b46db53d3ee2510f7	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4bf02cc88ec9b74d105bf6087b6f5d06	Fungi	Ascomycota	Sordariomycetes						
4bfb1ea1cd8cd3a9008d847cef679a5b	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia			
4c327000d676cf92b305f8bcd43a1715	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Starmerella			
4c79cb89c13a1a3347765f651bd08516	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia			
4cb7aaeed346416646d767ba684967a3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4cc7a8462fff07af1d8c5fc59b9f4db9	Unassigned								
4cd5e593e6d1020ab39c7a760a18e380	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales					
4ce5571b444379a094c415dc120a3707	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae				
4ceb0e944b17f5b42daf750ac7a3c9fc	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium			
4cef18644bcf89430c94094ac44a54ce	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4cfb66ed8897f11be646da1e1dd830d7	Unassigned								
4cfdd73c28b82b08122d36d7255814b5	Unassigned								
4cfe429706b9b3719672eb7f620a1061	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus			
4d02a25dca5b5b1fb209ad5470b0fafb	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae				
4d2620ad43850cde761cd16610fddddf	Unassigned								
4d2fb88b8084d57c2b730a7b22474daf	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae				
4d6818d01facfd92384a8575c43395b5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae				
4d920f7e63c4f504b43b5c5a96497eee	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Coronicium			
4dc63df8361e4b91dc51418c5e30a171	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_sp		
4df732b14730d7e5247e30e14e1fbd58	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium			
4df819212a96c25187ef81fd2ee75a69	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae				
4e2ac0994d397c2f20b588f4cf7e0abc	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces			
4e3b7722c820e6fcca74d922224dd157	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			
4e444d4183f8bd2c03d77658b4ac2a34	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
4e77f8db421b2a577b9d4e82e5cb93db	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae				
4e9a095adfd35de098df52b3d980eea5	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Capnodiales_gen_Incertae_sedis	Capnodiales_sp		
4ea29e6128f60e8059207110ffd90bee	Unassigned								
4ed8cbf370b995c1f34b73022aed5df7	Unassigned								
4ee5b08cf0eda55b3ed0d4e66d7a7f0d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp		
4ef704b705083a95c9147ceaec759b33	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales					
4f09bd039a6facf1840166c7be6aa6f3	Unassigned								
4f1d6d3b15ed694c0688b132a03fca24	Unassigned								
4f1d7058a2a361c7d67beac4f8fc4d7a	Unassigned								
4f5869d4dd9d636be190d50a1459ad01	Unassigned								
4f7e0b5c0e6a27789799edb9001b52ba	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae				
4f940e4860301d041e6d962218e768ad	Unassigned								
4fd0c9b0aac4292cedc5ebf3a6982982	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sp		
4ff1b3745a8e8c63d0c5d61643c9b6c5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
5004973fd34beb1f10c2bee936e4f0b0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae				
5023314736d85a6a945bf82481e79ade	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae				
504108cfe27d495975ac00928279548c	Unassigned								
5048dbf097a70ef17258cd516bc1cc9f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp		
504b77b08ce9ea47fdd105dd6988c217	Unassigned								
507e16ce131c712e98234b3c9d1e41d1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				
508b8abd4e24e1723a11bf2027c67348	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae				
509a2cdccc859fa1c7262f2a4d9f7ff7	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae				
50b9cd45a6139d30408b44dccb2cbd79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium			
50bdee128b6ccf5312cd75ee364120e1	Unassigned								
50c33f54e18974460c1c827b34bb2454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae				
5166f1079e7d08ad5a420a414d8f0e33	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	SH0137498.10FU	
51769e9f24c9f2163e18da6215bf2ed9	Unassigned								
51842faee2769feb6f8fe90b2a321bad	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_sp		
51ab102cea6a4e9908f7cc00d401a535	Fungi	Basidiomycota	Agaricomycetes	Polyporales					
51abc2dfe18800bcac7eda43467a342f	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
51aff3c68e812d972f8de4b750877588	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales_gen_Incertae_sedis	Saccharomycetales_sp	SH0175783.10FU	
51b45ea1d4043d38ce94149202c7ad1b	Unassigned								
51cef79447121b886ddfdbd8dd4e8cd9	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
51f0ba80faade3774398b91442d3d10a	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				
5203d4b4832fad3920ca9acb31d501c3	Unassigned								
520894f6132b2ef158f2938274c4b0d1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp		
523b79a8e5378d1e6ce54b9b8c6b0a36	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae				
524e10af8e37c8b98fbb8f9a9e28fdbf	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis				
52bdcfe6b56a06320d2373779dcc1754	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_sp		
52c554a5faddd24ba2b8ae80e3feeb4a	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina			
52c7941188e216682aa99cedbef25b03	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon			
52ccbcc757e23cc3b84c6c25aed65d35	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis			
52fa8c33a43edb3997db9cac232aa875	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria			
