Feature.ID	tube_ID_101_COYE	tube_ID_102_VEER	tube_ID_106_AMRE	tube_ID_108_BOBO	tube_ID_109_NOCA	tube_ID_11_COYE	tube_ID_112_COYE	tube_ID_118_COYE	tube_ID_119_HAWO	tube_ID_124_HOWR	tube_ID_125_COYE	tube_ID_126_COYE	tube_ID_127_COYE	tube_ID_128_COYE	tube_ID_131_NOCA	tube_ID_132_HOWR	tube_ID_136_AMRE	tube_ID_139_BCCH	tube_ID_140_COYE	tube_ID_145_AMRE	tube_ID_148_COYE	tube_ID_15_BCCH	tube_ID_157_NOCA	tube_ID_159_BOBO	tube_ID_162_VEER	tube_ID_163_BCCH	tube_ID_167_AMRE	tube_ID_168_AMRE	tube_ID_169_AMRE	tube_ID_174_AMRE	tube_ID_18_COYE	tube_ID_184_AGOL	tube_ID_185_BOBO	tube_ID_188_HOWR	tube_ID_191_AMRE	tube_ID_192_COYE	tube_ID_193_COYE	tube_ID_194_COYE	tube_ID_195_HOWR	tube_ID_196_DOWO	tube_ID_2_COYE	tube_ID_210_AMRE	tube_ID_211_VEER	tube_ID_212_BCCH	tube_ID_215_HAWO	tube_ID_216_BOBO	tube_ID_218_AGOL	tube_ID_225_DOWO	tube_ID_227_AMRE	tube_ID_228_HOWR	tube_ID_229_HOWR	tube_ID_230_AMRE	tube_ID_232_AGOL	tube_ID_233_VEER	tube_ID_236_AMRE	tube_ID_237_NOCA	tube_ID_241_AMRE	tube_ID_243_HAWO	tube_ID_245_AGOL	tube_ID_250_AMRE	tube_ID_253_DOWO	tube_ID_254_AMRE	tube_ID_255_AGOL	tube_ID_270_BCCH	tube_ID_290_HOWR	tube_ID_292_BCCH	tube_ID_32_COYE	tube_ID_323_AGOL	tube_ID_33_COYE	tube_ID_35_HOWR	tube_ID_38_COYE	tube_ID_39_COYE	tube_ID_46_NOCA	tube_ID_5_BCCH	tube_ID_54_VEER	tube_ID_59_COYE	tube_ID_6_BCCH	tube_ID_61_BOBO	tube_ID_62_BOBO	tube_ID_63_BOBO	tube_ID_66_AMRE	tube_ID_71_COYE	tube_ID_73_COYE	tube_ID_78_VEER	tube_ID_81_HOWR	tube_ID_82_VEER	tube_ID_84_AMRE	tube_ID_85_COYE	tube_ID_90_COYE	tube_ID_91_VEER	tube_ID_93_NOCA	tube_ID_96_AMRE	tube_ID_217_BOBO
992b39de5bffb793ea7e63bfcabb89c6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5166f1079e7d08ad5a420a414d8f0e33	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e00b96c64b1d79f6b44b2b65bf5a7b77	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ddd76e022226687bfea0bd4af55ac488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c2dbf3772d3685e1afa8ef46cfb8171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80ecf8a0a29733c0b863a364baf190a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507e16ce131c712e98234b3c9d1e41d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
1c91eabdcab87ecee8bafceaee69f402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822243450d57fc7027d2a889ba369602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e746b3149463dd60cbdb1e685c0e93db	0	0	0	0	0	0	0	0	0	0	0	11	76	0	0	0	0	0	0	0	62	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
6f9f745c5d87db612ca3706dc6b86242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16507e25d999abc59217324eaa106635	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	605	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	14	0	140	0	0	0	0	0	0	0	0	35	0	0	77	0	0	0	0	0	0	0	0	0	0
9eb12da3f9dc1c13447e4992fae5c113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f7b4c45e1cff8fe45be1369eba87b29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a93b3f9270b320fa5fce4238445ef9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b248d9bb62d99c5cd9837f1dad5eaec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131d083f47ad831f936483629d574db4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c4e0eaf320b015e8b00f0b019d4a7aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755cc291cc8b2fd380378b182c1c36d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2122d5546f9bb8511ae4f7dfc49be841	0	0	0	0	0	9	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
cb6d6a54d06fa00988a87874430a5538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
