Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain
4278154ae024ff2cf5c1bfbdf8495d1e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			
439fa72a78651b809dbea4369a571cc2	Fungi	Basiddiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma		
43a5eaefb6ee905ad3cd91e94014c751	Unassigned							
43ac87d8961aa332aba552847058ffb2	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		
43e18e5fddf5561c0ec516e2312a57fb	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_sp	
4445c17f64f641c28ba7405f01946579	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma		
447b001baf282d78efb950db517406a3	Eukaryota_kgd_Incertae_sedis	_Eukaryota_phy_Incertae_sedis	Eukaryota_cls_Incertae_sedis	Eukaryota_ord_Incertae_sedis	Eukaryota_fam_Incertae_sedis	Eukaryota_gen_Incertae_sedis	Eukaryota_sp	sh__SH1071371.09FU
448bebd5d60089e7ce68ba9726ace2dc	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		
44933872915a6d3e11add40808f4a9a2	Fungi	_Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	sh__SH1184242.09FU
4528d502382b5ea65207fbc6bba0b16b	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria		
453b59fb6200f1f192be5c7e3c39f978	Fungi	Basiddiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp	
4610ff4930a97d55b0a16b6bf4b27fe5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		
4637909d69648b3237b3bf89c03ce6ba	Unassigned							
46bb506cd300f76f0f75d8a7f9a681b4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			
46c72f05d3fcd60e26cf2f276bd161d2	Viridiplantae	Anthophyta	Eudicotyledonae	Fagales	Fagaceae	Quercus		
476d17c8358ac6a567398e1d90e9bdbe	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon		
478edfabb2db0d228b1a83dd63393196	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum		
48a42bf3c98ee19bd73cb310aaf03624	Fungi	Basiddiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma		
48c5488df3d21bde20e3b14ea2c88ceb	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala		
491dc7f764809b2f36cfed62ba6ba2a8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium_sp	
4947feea3e21c07dda4e8ba05ac7fd4b	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellales_fam_Incertae_sedis	Savoryellales_gen_Incertae_sedis	Savoryellales_sp	
49b8adf4c18d157a032d4ceb2f0ca852	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula		
4a9b44751d78945716a46c31d67b5d45	Fungi	Basiddiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Krasilnikovozyma	Krasilnikovozyma_sp	
4af2194812b38357bb1705d55ebb9adb	Viridiplantae	Anthophyta	Eudicotyledonae	Fagales	Fagaceae	Quercus		
4b0389a3900ed8971f6064acd9cb357a	Fungi	Basiddiomycota	Microbotryomycetes					
4b943d8b26ccec9ef7ed6f30b0714411	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria		
4c0bc156de869cb03b7aeb5e339bdbb9	Fungi	Ascomycota	Leotiomycetes	Helotiales				
4c17a0b876156b74a22a942a5c15e28a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae			
4c7474f4c6c077f2762fe8c9c067b94f	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia		
4d19ed825aa3d9cff9c67528bb3ce129	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_xylosivorus	sh__SH1728307.09FU
4d2e2270e773f9fe9404c26e399d5d2a	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
4e8713b7142c8cbf8fe439a792ca2094	Fungi	Ascomycota	Leotiomycetes	Helotiales				
4eade7335fe36b5823fa8230868ce6bf	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		
4ee8dade2d127d1c9c146eb06bb823c0	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			
4f9f2872ad139c34345fed8ebae6c7b8	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp	
501b9442a42b507a52d5687a734cb295	Fungi	Basiddiomycota	Tremellomycetes	Tremellales				
5082e37f7ab7c53329e1864852dd96d3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae			
5084e7186b9ba11bea813deda78790d2	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Microdochium		
50a9fe3e0e8e82b72f4a99ea97f8da8a	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_albicans	
519d3f594ed06c4a87f7850b16db25f2	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae			
51cde8b71e6b41051cbb34d75220ecc8	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota		
52278b947efdf1ab567e71da397ea16b	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum		
522d9400feba6d515543858c2c88f86a	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_sp	
5236f93f9ae82514aae839be10c2d25b	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
523970ad01848be66f9f4fe8f589f5a0	Fungi	Ascomycota	Sordariomycetes	Hypocreales				
52cff8e835cd104df7b35bd178aa19f5	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		
52d020b76efffe4f59e28dc12025def0	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium		
537c496eefb4915eafc6f6d3b8fbf6a3	Fungi	Basiddiomycota	Microbotryomycetes					
53ff62a5e2f7bb874f32a3119df3492b	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera		
544466a59bdd0b5dcf75e7a597175062	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma		
54a4c00acd54a7196080ab597105691a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys		
54a8a96df8bbff5b33ac2564a2691ab8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	Hypocreales_sp	
55c0a49874500d4dc3ba9ce2b14b808d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae			
55c33f40fdb4686cd1fe98fb2f5dd80c	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		
563823acea177f5473f459095735dd0f	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae			
566ee0eb2f4cf88dc12008edc25462bf	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Virgaria	Virgaria_sp	
568f4ebf19ab2ee96125697d49aed1bf	Viridiplantae	Anthophyta	Eudicotyledonae	Fagales	Fagaceae	Quercus		
56ab555ea7f63c18752cd0f5390d4663	Fungi	Basiddiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces		
56c21a1a314086db1fc5287c224caa98	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae			
5710391b024865dcb2aab41e208fa04e	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			
57b44ab776da42d9cfbcb37f176fff55	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria		
57b6920482071ce6d7e2bbcb463a2c2d	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	Sordariales_sp	
57d4bbe7d93983754113c74d10fabd93	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces		
58422f8aa39352aa532e60c2e64b899d	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora		
5848680771618eee66bc844e2db4ebd4	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		
586918224a426d27055eae0718194d89	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Coccomyxaceae	Coccomyxa		
59299c6139996b679c6f9611f1e0d1e5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	Tympanis		
59b80d954d15e0aae061e54003f6f571	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx		
59f30d5816bf0ed9ef5a916e87170e0e	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia		
5a0365c3c8eaa1c6bd908fa3cba3d4ad	Fungi	Ascomycota	Lecanoromycetes	Ostropales				
5ae0dae8df81aabb247f8e715489fbe9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae			
5af6c476bc49deab3fb7e654d1e9da78	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis			
5bac1974bae2e81b8c58a36ff87d2595	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium		
5be85d85148f7346e9eeb3aaa5686309	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	Operculomyces_sp	
5c19362a5cd05838931cf3e3ca38d666	Fungi	Ascomycota	Leotiomycetes					
5d34f2e5bf5887cf2b1b1a27e1118876	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria		
5d78f19e9e4b9a77205e060c0df37e08	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium		
5d9c68c9c9461998d07373bbb7e2ffa9	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae			
5db80de9f5f8636dd65939890749b16f	Fungi	Ascomycota	Leotiomycetes					
5e5b6eebae8fe711b82ccc35bca4e477	Fungi	Ascomycota	Sordariomycetes	Distoseptisporales	Distoseptisporaceae	Distoseptispora		
5e6ef16553b857e6c74bce4365ebcfd7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	Tympanis		
5eb71c4c3355b1f0a4ffa4088851940f	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		
5f1a63fc69992f407e143b8cc9a5f310	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_sp	
5f8ee6f704f5aea2a19f00c0b6f39a4d	Unassigned							
5fd917c364e97f98896b96d9b1173c91	Viridiplantae	Anthophyta	Eudicotyledonae	Sapindales	Anacardiaceae			
6022cf3e7834da697b69a389ab61ae1a	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema		
604eba61b6a52692b144b16562ad5a72	Fungi	Basiddiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa		
611a1490f275f217909727643d508d87	Fungi	Ascomycota	Dothideomycetes					
61b9fd2f96a95ddfbcc7d253a321b386	Fungi	Ascomycota	Sordariomycetes	Hypocreales				
62199c6b8ee740bcefc79751fa8b41c3	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae			
622d71883c3bbde44bcb5831cfc55e8c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	Helotiales_sp	
62c1296499906f693ce79ba15a14e3a3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora		
62e129ffb81254253b6fba23c27683e7	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
630b40a898cdef7915019a0299904ece	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Diutina		
63273d0102638eae5acf2f2a796976c1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_sp	
6336b58a71af2c70422844ec872616c6	Viridiplantae	Anthophyta	Eudicotyledonae	Fagales	Fagaceae	Quercus		
6389bd7a8744cfd52518bf5cbfc0034d	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum		
6457c9657a4e281c9cce4daa3ba1ea18	Fungi	Ascomycota	Lecanoromycetes	Lecanoromycetes_ord_Incertae_sedis	Lecanoromycetes_fam_Incertae_sedis	Lecanoromycetes_gen_Incertae_sedis	Lecanoromycetes_sp	
64b87b3c7a4b83ce3f062486075aea1d	Fungi	Basiddiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa		
65382d1a98463dce2f549c6190cb0217	Rhizaria	_Cercozoa	Cercozoa_cls_Incertae_sedis					
65a0bbaf6a867bd66afbb9914234bed6	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis			
660d205537cd78a80435c988720f80fa	Unassigned							
661bd9a525d47775cba4a278df4de193	Fungi	Basiddiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium		
669f585bf943822428c1b6d6b9de4630	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus	Apatococcus_sp	
66a570f4aed20b840d49461f31977f1d	Fungi	Ascomycota	Dothideomycetes					
66d02b1c4d676d02a6b5f36e23f086e8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae			
6750c8a856cfce394efa5beb82fe3aa5	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae			
67c1f9ca166f53157948b8d40e57c97e	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
68305e29e50d90c2f6dd7f9157e67a3b	Fungi	Basiddiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium		
683724960932ba975963b2447692db7e	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium		
684c029c028ca80b1c6da2eae16fd014	Fungi	Basiddiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium		
689d330eecb2da3154f9f0f867e59417	Fungi	Basiddiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia		
68fc648b96c81215f3ed1b5e0d4c1897	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Thyridiaceae	Thyridium		
690da8351fdde8f151df650f1829d96c	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae			
692d85d0f94b5b407a39f84a0d30b18f	Viridiplantae	Chlorophyta	Chlorophyta_cls_Incertae_sedis	Chlorophyta_ord_Incertae_sedis	Chlorophyta_fam_Incertae_sedis	Chlorophyta_gen_Incertae_sedis	Chlorophyta_sp	
694b6aeb0761f8eb930c42b2f786e73f	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma		
694c68d10a0cf5ca4ecc708b3eefd1e5	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
696f4188c52253d7a4eb47f0652e15c8	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		
69de5de7227f63718ab9dd70fdec5fa6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium		
69f67412f6d0f6ed8537b40d0f34e8bc	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sp	
69ff01186af6dd09bcd875ac1c7d14d3	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Oryza		
6a35db373065005e988d5e39c025a100	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis			
6a60a1469d569d06598039c63dc0ca35	Fungi	Basiddiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_sp	
6a7c0f6bdb81c1cf3bc0cb94b05ef300	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota		
6abf405e56afbff65cd5c15b8116d2fa	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae			
6ad934f37e8adb898f88a41cfc82891c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae			
6adc5a667f59e56c2f57062a30cad370	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Fistulinaceae	Porodisculus	Porodisculus_pendulus	
6b23e20a3173e29ff1bdabbc15261bc4	Fungi	Ascomycota	Dothideomycetes	Myriangiales				
6ba7f29eace881a9fe7ff5db0b17137d	Fungi	_Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	sh__SH1330398.09FU
6bd2142cb03a62cf7b4dfba759bd62df	Fungi	Ascomycota	Eurotiomycetes	Ascosphaerales	Ascosphaeraceae	Ascosphaera		
6be7522dc0e6bf130f487c1581a1c78c	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora		
6bfb2b29515b20364d62d0ce46509d15	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Nigrogranaceae	Nigrograna		
6c0ae7d140a9f2da3770d8d040e41b7e	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			
6c2b38eaeb2052242f6cd8d45eeb9ab6	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe		
6ce67fdf2b4be16194ee507a42a1f271	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Pestalotiopsidaceae	Pestalotiopsis		
6d377e4dd6dd4249a416ac72ee615395	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			
6d6e4661cedc4e067006f6428d3ccbd9	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Ascocoryne		
6eb3faac5ae0eb853a229fb9c66b5e79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Spadicoides	Spadicoides_sp	
6eb67bcfe38836cd26189214589a15ed	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae			
6f1c8b5e3e349925e58b5bb0b953cdf4	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae			
6f242d907021432f2fb4559e0558992d	Fungi	Basiddiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dendrodacrys		
6ff3231f7354ba182467bba47e9aa4de	Fungi	Ascomycota	Leotiomycetes	Helotiales				
704a81d53b8e9389e84c938fd5238ddc	Fungi	Basiddiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa		
70773acd69333a3f7f8916a90595bd93	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius		
7080fa282ebbb1bfdc9edc6fcc1b7a48	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis			
70c3d7e63d4584ace2e5591e49c49045	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
710d1fd2841da9e6682bab467722cf1a	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae			
71ea75c8567a325fc6c848f27883db14	Fungi	Ascomycota						
7219fbeed31cc04e327f04c438f1265b	Viridiplantae	Anthophyta	Eudicotyledonae	Caryophyllales	Amaranthaceae			
72606897cdb03678719af7b06b31dc2a	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		
7276fd9eaef3740429d892e0b1bf306e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			
72880b97fb1dc9553184420ce9bb524c	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae			
729371739d3dbf639e3880f1a3135928	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_sp	
72a8a5e05df28af590f9b6915a7dee1c	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor		
72ea47c52dfd4d05370e3c7afb62ee6e	Fungi	Basiddiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbales_fam_Incertae_sedis	Agaricostilbales_gen_Incertae_sedis	Agaricostilbales_sp	
732b60e5c52c2408ad0abf991be2cf03	Fungi	Basiddiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa		
73985282ada83e9c14be9f3e6fd14b6e	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus		
73b0f51dd330a301471e9fc451a6c3f5	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Raphidonema	Raphidonema_sp	
73f0741703dc5ce30cf7404421a61ee8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae			
74142ad45d51d93e663e93b9ba3fa253	Fungi	Basiddiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Curvibasidium		
743b74b2f0584c57dc0068641cb7324c	Unassigned							
7461697d05851d202499cc05c7f03594	Fungi	Ascomycota	Sordariomycetes					
7501d8da2bba1dd0cedc9b0adaee474a	Fungi	Basiddiomycota	Microbotryomycetes					
75274d83c7c7385106774f50429f238e	Fungi	Basiddiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa		
75f00a10a6671cdccd97b759eb0f8a94	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium		
764cdd4658682c6da798dae3ccab0350	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			
76530374e2a2bc26fae385f940811583	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_sp	
768903f62541ba4a16e7ee1dfaaa462b	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium		
76da21539b69095ffc6a2fe14135fba9	Fungi	Ascomycota						
7841b8a8a8ab637ce97e802e12464b89	Fungi	_Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp	
785ece6efc63cc158b89894e4c523a6d	Fungi	Ascomycota	Leotiomycetes	Helotiales				
787c096840204cc97c42396bc6067949	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_sp	
78d05210fdf66fd24c1fc24d205732f2	Fungi	Ascomycota	Sordariomycetes	Xylariales				
78fbf143f668c458728bd9b39f604cdb	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora		
79bb240a933402ff09d009516303cb98	Viridiplantae	Anthophyta	Eudicotyledonae	Fagales	Fagaceae	Quercus		
79cfedc9b8f1d63dd54a31a06eb027a9	Viridiplantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_fam_Incertae_sedis	Elliptochloris	Elliptochloris_sp	
79df431e4af83054cf3aea0465a2b5ea	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium		
7a1c2fe35bf31b3e2090c15ed19bdeae	Fungi	Basiddiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium		
7a611062c427ba673d9346ff1bdf9b93	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia		
7af16fee6671eb6ddb002517cb5b9eac	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Zygoascus		
7b4e040eca690245d3aeb8c2ff699330	Fungi	Ascomycota	Leotiomycetes	Helotiales				
7bf139a975205440ab1f6fcd88853e39	Fungi	Basiddiomycota	Tremellomycetes	Tremellales				
7c33521f39f8c199195349f4519a714a	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae			
7c5870e70167a42f856b1a31135b64ce	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis		
7c6c68ce6b12c460d168ee3330778f64	Fungi	Basiddiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum		
7cab3febfcca1f6cefc1ee9e8be4cec8	Fungi	Ascomycota	Leotiomycetes	Helotiales				
7cc1e99cde9b0313ba8d187ff90d80b2	Fungi	Basiddiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_sp	
7d26a74cd8edcfe07a58298e51c9179d	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Seimatosporium		
7d561ec4136c3e43645f2ee8e915a6a0	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae			
7dbed2812776753da53207a405d1db51	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		
7e25aa114608aacb035f1c774fc4e9e9	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia		
7e93dbf2214707013ffdac861a437763	Fungi	Basiddiomycota	Tremellomycetes					
7eaa8c231a91a9cb64c0f8ada65ec2e6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Pilidium		
7eae4bacc55aaf3e52909b0853ce159c	Fungi	Ascomycota	Dothideomycetes	Pleosporales				
7f019dfb3e1b2fdc1b5e8d0773285b20	Viridiplantae	Anthophyta	Eudicotyledonae	Lamiales	Lamiaceae			
7f32f4000859ebad5f008220aaae212e	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae			
7fc40c9a99081b9e2abbb112872c1189	Fungi	Basiddiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus		
8037926d9c700007640b08c8bce54a58	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria		
808a272d8f4c6b0648d2c36152d67d71	Unassigned							
808d6d9bfd6ef82ae443d6004215965e	Unassigned							
80d7503d2f1bd1a7713eb652a4bccc45	Fungi	Basiddiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia		
80df5cd05e1cae4ddc4684ccc70ca712	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia		
810d5741873faf686087855daab2999f	Fungi	Basiddiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma		
