Feature ID	Taxon	Consensus
06aa08c24fc229009570563f415b9002	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Physcia;s__Physcia_sp	0.6
0729e9fcffd1962b7a39b3d93902e0f3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Sphaerulina	0.9
07d541a3737d198f33bf8c18a723159e	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.8
07e6ffbcdfefb476e0304224f30c91d7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.727
0889b3a3798b621ca2cbadcdbda73bcc	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora	0.8
08d62031cf14bcf946145df2d1271805	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae	0.8
093e33fa8059112b1aafda899452e112	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria_sp	1.0
0960411522c295acc20dc1fc579c6c47	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae	0.9
0a1bcd9a60341f290ec2e0cdfb500e6d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.7
0a26aef6387db877fbb2f9bac65cb326	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon	1.0
0a278861db982754a9f3419af0f277ad	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria	0.75
0b047bf64a42361d1fbf3e5a17e5b367	Unassigned	1.0
0b25138fa7b772dda4d15ab81790cfb6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Pestalotiopsidaceae;g__Pestalotiopsis	1.0
0c017c2155a6caa2e9056b4bd04bdebf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metapochonia	0.6
0c160521696f9cc0eb5e2566b76c8e44	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Testudinaceae;g__Testudinaceae_gen_Incertae_sedis;s__Testudinaceae_sp	0.667
0cc68263e96779fce54d090cd47a2281	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmelia	0.75
0ccb6f21fe1f416f8a0e81a1bab7b51c	k__Fungi;p__Basidiomycota;c__Spiculogloeomycetes;o__Spiculogloeales;f__Spiculogloeales_fam_Incertae_sedis;g__Meniscomyces;s__Meniscomyces_layueensis;sh__SH1193363.09FU	1.0
0cd19dccc55607d8149012d0e540e0e4	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis	0.6
0d0324bc3a9f9a32c9efc6db93bb369d	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fabales;f__Fabaceae;g__Lathyrus	0.6
0da91c141cd75e6163c9188d670b8951	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon	0.6
0df56424051b2aa7b31cbe4e510e0d9e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria	0.7
0e0909d39a8c058b07913671f03523ce	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidiaceae_gen_Incertae_sedis;s__Filobasidiaceae_sp	0.667
0e707af3bee71a2fd4794b0b7bd515de	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia_sp	0.9
0f1f6ed3ddb3dbf8852b24b79fabdfaf	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae	0.6
0f32da71e26972640eb84b6a3fcc774e	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.8
0f37095c31333eab5211e8d3fe587026	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron	0.75
0f6a3168b8e5ecfee758bcffb2570581	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.636
0faed0445807c50dfb94abfe3ee31cb9	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Urticaceae;g__Pilea	1.0
0fba4a4ce22f03111bde525f356b868b	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Leuconeurospora;s__Leuconeurospora_sp	0.667
0fc19049e1dfbf5b80bc847f7ffcf739	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.909
105817e8099cc07d37a10deeb4e17d30	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_sp	0.6
10594171bbd0f6b53fea5e18cc898fb3	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia	0.75
11690f5bc78d3ebec176d4404d5f7e3c	k__Fungi;p__Ascomycota	0.667
117824247b0304f36bbb664a5d82fd7d	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae	0.6
118ba0b4bc79eca730fcdbf0a8299ae0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum	1.0
11a43e0bd2cdd0376dad571eccfb55db	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fagales;f__Fagaceae;g__Quercus	0.9
120746547241548297aa78110b2bca75	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor	1.0
12884026961276afa891ab7c72b459a4	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Derxomyces	0.8
134693090714d88998c867d9dc2b9ccf	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella;s__Rhinocladiella_sp	0.9
14aae75653bdd713ce49cd539cf060c7	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp	0.727
15366f618f4690c95d191e1e125e3402	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae	0.6
15480f04214ec8173aa5ded31911a010	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.8
15fad483e7ebadb216abf02d14305ddd	k__Fungi	0.667
16d9b42e67193b281d9614328e5494ee	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	0.727
177c723dd7faf4ca35fd36a81e42ebb6	k__Viridiplantae;p__Chlorophyta	0.6
179e0166bab4863eacc8caf1e37523a0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp	0.583
17efef5558074e8469e5238b770fc960	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria	0.833
1856891f71e97164ae52f9fe4045bbf6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.8
18599adea4e9df9279eeca2fb7ab0d98	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_sp	0.6
188229010a20057eca818f6ccfa3bdeb	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Talaromyces	0.909
1916f10ed5862dd4047dc3d904bae4ad	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Zymoseptoria	0.8
1941edbd40dbc3edc31014233578561d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meripilaceae	0.7
196aba2566f2812dac9c911fea1126bf	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium	0.7
19d8c5702457a457b5d3545e7ef09199	k__Fungi;p__Ascomycota	0.8
19f9682b7181515a5f0cdb3c1ab011f5	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium	1.0
19fd9299c5ac51d027d58b4ecf3a5e4b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp	0.545
1aa0ab5b954921b9db5e9d1139fd1dfc	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Vitales;f__Vitaceae;g__Vitis	0.75
1b1c3683e082843e9c381316ad481bb3	Unassigned	1.0
1b4e31d9e4b524056b49bf636eb680e5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema	1.0
1b5275fffe86b5f1df2587c9c0187684	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus_sp	0.8
1be8be58f1d0796f499c768f84565af2	k__Fungi;p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;f__Lobulomycetales_fam_Incertae_sedis;g__Lobulomycetales_gen_Incertae_sedis;s__Lobulomycetales_sp	0.7
1c47df4cb01bccea7d7916a01f6b5de7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Hypholoma	0.727
1c4b7bf057e20246705f5920b8fbd8d1	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma	0.667
1c6e78384aeaa9e94a5c9698b4f9dfbd	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.8
1c7bdc5438af3b5c1e4414dded05ff6c	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Lobosphaera;s__Lobosphaera_sp	0.8
1ca1b2c86b2bdc7205d80167b10b5b77	Unassigned	1.0
1cb3c9da4f1567f7a8f71d526f6a5d58	k__Fungi;p__Basidiomycota;c__Tremellomycetes	1.0
1cdea152feae3526fa735548c10ec0c7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Castanediellaceae;g__Castanediella;s__Castanediella_sp	0.9
1cfc24f7dc770fdc2488c51b9462214f	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Martiniozyma;s__Martiniozyma_asiatica;sh__SH1053512.09FU	1.0
1d6338e745fb4e12b02fe2407fdabe53	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Veronaea	0.6
1d8ab88e24f28366dd4edd16b36c5e40	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Colacogloeaceae;g__Colacogloea	0.7
1d91a261d23dd5fd372c202fcb5454c7	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales	0.6
1e31382455f3a06481caeca6dd1b61b1	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fabales;f__Fabaceae;g__Glycine	0.6
1e3e9e70fd8c11f94c4c58a8c83f1c2c	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Cutaneotrichosporon	1.0
1f14596586bdaf2e6155bec2e17ad24c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.667
1f5c2b500fca7449c2d96ab3b29bea83	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fagales;f__Fagaceae;g__Quercus	1.0
1fa65c8125d9c429e1f7a6e6f7a2d0ea	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Talaromyces	0.909
1fbce04d7337b1ff3b6fb2afea96b696	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Cytospora	0.7
1ffb65cf35e3b51418fc8402a304e03e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.909
20bb46be245d5370d6817d50bd6be95c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0.8
20d01ab32a6a1c091fc05612defd2d51	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae	0.615
2173d43a8346a5e2b86ac50eb4b7f36d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	0.769
217f2d5b851ca317c1435dce3814cf8b	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor	1.0
2192fd8441e19f157d5e74e0537c9427	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon	1.0
219d8044d12fe409706f1eaf4bb255d2	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.9
224371aac4d4fc1a4a4ebbad1b9c6bee	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.8
2252e5f628b3f716b8d55fdc20c49f5e	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellales_fam_Incertae_sedis;g__Glomerellales_gen_Incertae_sedis;s__Glomerellales_sp	0.9
228fb43cbf86da3ce525b02edf6296fa	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa	0.667
22b8feaa90b42b54c903fd31cd9992b4	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella	0.636
22f8573adb788fb1728011d9fc8de7aa	k__Fungi;p__Ascomycota;c__Dothideomycetes	0.75
232ffc43a3be34c35ed6a769ccc69aae	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp	1.0
233417947dfb30cd6342c4e3b85cb2bd	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina	0.9
233b80c857a414b682dde224e1a733c5	Unassigned	1.0
23e207b31b5447082f49ca32798961b2	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema	0.8
246c92b4d9db11aa8abc768f34eef981	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Brassicales;f__Brassicaceae	1.0
25062738549dafc1d202c2cbc7bed7cf	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina	0.9
254d7374aab7d92507be221da047fa59	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
257d7149b348a152f4821e14b7631816	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis	0.667
25b06a4d442e1ec1fffc74ac8bfc0db3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma	0.818
25b9afacf59aea9d56f8032d5db33dd3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia	1.0
25e22cd9b7b8dd2f7fb7e519c28ad5d8	k__Viridiplantae;p__Anthophyta;c__Monocotyledonae;o__Poales;f__Poaceae;g__Digitaria	1.0
261312d7821770eaaf5885a9eadc0dd2	k__Ichthyosporia;p__Ichthyosporia_phy_Incertae_sedis;c__Ichthyosporia_cls_Incertae_sedis;o__Ichthyosporia_ord_Incertae_sedis;f__Ichthyosporia_fam_Incertae_sedis;g__Ichthyosporia_gen_Incertae_sedis;s__Ichthyosporia_sp	0.7
264022a7ee2a49fccc7b61b50171b5f8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Oncopodiella;s__Oncopodiella_sp	0.7
26a36604fdabd56ae068ac9ad4305044	Unassigned	0.0
26cb0d9c31741cb3a70e592df6a55f09	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae	0.6
26e39e986468e0dc96900062a8873635	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium	0.9
271c492572778d849d554e3833d802ca	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Bulleribasidium	1.0
272443635e47bb81359b7a9340b5a7ae	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.8
27a52138998c22b441a5de480b22b1e5	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	1.0
27f291b07565d14509d3324f62240365	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.6
285c29e9e8b4d1961b9b80e953f3d295	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.8
28f918cad4c9c0345c308f362b414015	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Radulomycetaceae;g__Radulomyces	0.714
2920eaa5b3afdb1f5da0444ca964ba6d	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp;sh__SH1114996.09FU	1.0
2992630e8b5f9eeca12a2120e9b8ee4f	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Ustilentylomataceae;g__Ustilentyloma	1.0
29c2c6ad58c30f99fb88db738ffdeac7	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Dipsacales;f__Caprifoliaceae;g__Lonicera	0.8
2a00aa736d7060cdeaa0dd437f8f5c66	k__Fungi;p__Ascomycota	0.583
2a1bd7e95034813906aadf4ac0ad9c35	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Mollisia	0.7
2a1f6b6cec6591ae8358bf6d3b9adc08	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	0.7
2a5a14bda9fda12398cd5eb6ade7bafe	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.583
2a7f0efdb4d845bf01e76c2ee0bdfb9b	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.75
2b6459fbd85994ef88c7f2f6e6b0ef06	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Monochaetia	0.8
2b8d600a209230e00224cb885460f078	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria	0.545
2bd4b3695cb6ab72a6232fbebebbd1bb	Unassigned	1.0
2c3f5f976c99da49dfb666ceae5126e5	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp;sh__SH1055727.09FU	1.0
2c42a77bc8c8e6be9cb309d77bf962a6	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_fam_Incertae_sedis;g__Fuscopostia	0.545
2c4901760dea71212f6d74309c1ceda4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Paramyrothecium	0.8
2c6e9ed638a2a3bc68e047bb39b3c967	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia	0.636
2cdd50a3f320b3c7b677ee71687142dc	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	1.0
2cf9d480d591c70243873cb6db4e5e91	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium	0.7
2d5523bda6bf1e78c7614c68453146cb	Unassigned	0.0
2e3e43522a140cd3324fbad936b0eb54	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Septoria	0.545
2e6b7f36cbf3f55a61aaa80315ea60ad	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria	0.8
2e75ced6df67adf3997647d71cf4730d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.6
2ea8437e7bb95e642c8b5560a15cf315	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae	1.0
2ee1b8c2cbd6be1d335829ce145d2f6a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	0.8
2f21d2f65fb6579b9662908474cfeff3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella	0.667
2f8ef2c3c52a3d332db1c8d11a693e26	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella	0.7
2fb7b365129bcac43a73d08039f6f330	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon	0.8
2fda92e82919eef2206eb938bb485c46	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fagales;f__Fagaceae;g__Quercus	1.0
2ff59dc3bf9812e0316f4736baac3664	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium	1.0
31427dd830a4aa72c73c5c9304f9be0d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Plagiostoma	1.0
320ec58b98d7e2ca25578cb2d03818a1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae	0.9
321f96c9514487aa8b994a6d3ab1c1a5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae	0.667
32248b012b3b38392d0446086b7c7b89	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis	0.7
324628558be5d77baabb4b226964da55	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa	0.7
327cfe7f00435ca0eb4931f36f225a54	Unassigned	1.0
32af28ba4e46d6752d784be23da831bc	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Capnodiales_gen_Incertae_sedis;s__Capnodiales_sp	0.9
32f50bacd16696d59a7f9c3078c4d5aa	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp	0.6
337ad11a4fcaf38a34cec3012d565923	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.8
3487e7a66b1216ab236c1206ef2508a3	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula	1.0
353b3edbaceb26307ba3d315abed92f0	k__Fungi;p__Ascomycota	0.833
35e727e7d4c3c1f848aa4670964e61f5	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Coccomyxaceae;g__Coccomyxa;s__Coccomyxa_sp	1.0
36dddcd27cf8310097d20c408e179e51	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	1.0
